,Unnamed: 0,title,date,geo,rating
4,4,SAPS NKRA,2017,MY,5
5,5,Fast and Furious 8,2017,MY,6
6,6,Suamiku Paling Sweet,2017,MY,7
7,7,Despacito,2017,MY,8
8,8,Bigg Boss Vote,2017,MY,9
9,9,Myvi 2018,2017,MY,10
0,0,World Cup,2018,MY,1
1,1,SPR,2018,MY,2
2,2,Astro Awani,2018,MY,3
3,3,Lafazkan Kalimah Cintamu,2018,MY,4
4,4,延 禧 攻略 (Story of Yanxi Palace),2018,MY,5
5,5,BR1M,2018,MY,6
6,6,Kekasih Paksa Rela,2018,MY,7
7,7,Najib,2018,MY,8
8,8,Jangan Benci Cintaku,2018,MY,9
9,9,Mahathir,2018,MY,10
0,0,Earth Day Quiz,2019,MY,1
1,1,Thanos,2019,MY,2
2,2,BSH (Bantuan Sara Hidup),2019,MY,3
3,3,Copa America 2019,2019,MY,4
4,4,APIMS (Air Pollutant Index of Malaysia),2019,MY,5
5,5,Islamic Prayer Times,2019,MY,6
6,6,Joker,2019,MY,7
7,7,Captain Marvel,2019,MY,8
8,8,Avengers Endgame,2019,MY,9
9,9,Perodua Aruz,2019,MY,10
0,0,US Elections 2020,2020,MY,1
1,1,Google Classroom,2020,MY,2
2,2,Bantuan Prihatin Nasional (BPN),2020,MY,3
3,3,Bantuan Sara Hidup (BSH),2020,MY,4
4,4,Coronavirus,2020,MY,5
5,5,i lestari,2020,MY,6
6,6,Realme 6 Pro Reviews Malaysia,2020,MY,7
7,7,English Premier League (EPL),2020,MY,8
8,8,Google Meet,2020,MY,9
9,9,Mysalam,2020,MY,10
0,0,Facebook,2009,NG,1
1,1,Zain,2009,NG,2
2,2,Aerosol,2009,NG,3
3,3,Opera,2009,NG,4
4,4,Yahoo Mail,2009,NG,5
5,5,MTN,2009,NG,6
6,6,Michael Jackson,2009,NG,7
7,7,Gani Fawehinmi,2009,NG,8
8,8,Myjambexams.com,2009,NG,9
9,9,Kwara State University,2009,NG,10
0,0,Davido,2012,NG,1
1,1,MI,2012,NG,2
2,2,Dbanj,2012,NG,3
3,3,Psquare,2012,NG,4
4,4,Timaya,2012,NG,5
5,5,Ice Prince,2012,NG,6
6,6,Tiwa Savage,2012,NG,7
7,7,Tuface,2012,NG,8
8,8,Flavour,2012,NG,9
9,9,Asa,2012,NG,10
0,0,Goldie Harvey,2013,NG,1
1,1,Pope Francis,2013,NG,2
2,2,Gonzalo Higuain,2013,NG,3
3,3,Paul Walker,2013,NG,4
4,4,Damoche,2013,NG,5
5,5,Oscar Pistorius,2013,NG,6
6,6,Luis Suarez,2013,NG,7
7,7,Sunday Mba,2013,NG,8
8,8,David Moyes,2013,NG,9
9,9,Beverly Osu,2013,NG,10
0,0,Myles Monroe,2014,NG,1
1,1,Kefee,2014,NG,2
2,2,Dora Akunyili,2014,NG,3
3,3,Joan Rivers,2014,NG,4
4,4,Juan Mata,2014,NG,5
5,5,Robin Williams,2014,NG,6
6,6,Di Maria,2014,NG,7
7,7,Stella Dimoko,2014,NG,8
8,8,Will Smith,2014,NG,9
9,9,Chaz B,2014,NG,10
0,0,Pedro,2015,NG,1
1,1,Arda Turan,2015,NG,2
2,2,Anthony Martial,2015,NG,3
3,3,Karim Benzema,2015,NG,4
4,4,Peter Cech,2015,NG,5
5,5,Memphis Depay,2015,NG,6
6,6,Gabriel Paulista,2015,NG,7
7,7,Sergio Ramos,2015,NG,8
8,8,Matteo Darmian,2015,NG,9
9,9,Sunday Oliseh,2015,NG,10
0,0,Bukky Ajayi,2016,NG,1
1,1,Henrietta Kosoko,2016,NG,2
2,2,Arakangudu,2016,NG,3
3,3,Dede One Day,2016,NG,4
4,4,Falz,2016,NG,5
5,5,Alan Rickman,2016,NG,6
6,6,Ani Iyoho,2016,NG,7
7,7,Juliet Ibrahim,2016,NG,8
8,8,Olumide Bakare,2016,NG,9
9,9,Halima Abubakar,2016,NG,10
0,0,Moji Olaiya,2017,NG,1
1,1,Evans the kidnapper,2017,NG,2
2,2,Adesua Etomi,2017,NG,3
3,3,Donald Trump,2017,NG,4
4,4,Mr. Eazi,2017,NG,5
5,5,Efe,2017,NG,6
6,6,Jide Tinubu,2017,NG,7
7,7,Olumide Bakare,2017,NG,8
8,8,Dammy Krane,2017,NG,9
9,9,Eric Arubayi,2017,NG,10
0,0,Alexis Sanchez,2018,NG,1
1,1,Pierre-Emerick Aubameyang,2018,NG,2
2,2,Meghan Markle,2018,NG,3
3,3,Stan Lee,2018,NG,4
4,4,Philippe Coutinho,2018,NG,5
5,5,Atiku Abubakar,2018,NG,6
6,6,Tosyn Bucknor,2018,NG,7
7,7,Avicii,2018,NG,8
8,8,Aisha Abimbola,2018,NG,9
9,9,Sylvester Stallone,2018,NG,10
0,0,ASUU Strike,2019,NG,1
1,1,AFCON 2019,2019,NG,2
2,2,Naira Marley,2019,NG,3
3,3,Women's World Cup 2019,2019,NG,4
4,4,Xenophobia,2019,NG,5
5,5,Election results,2019,NG,6
6,6,XXXtentacion,2019,NG,7
7,7,iPhone 11,2019,NG,8
8,8,MC Oluomo,2019,NG,9
9,9,Headies award 2019,2019,NG,10
0,0,Coronavirus,2020,NG,1
1,1,US Election,2020,NG,2
2,2,Joe Biden,2020,NG,3
3,3,Google Classroom,2020,NG,4
4,4,ASUU,2020,NG,5
5,5,Zoom Live,2020,NG,6
6,6,Rema,2020,NG,7
7,7,Naira Marley,2020,NG,8
8,8,Rahama Sadau,2020,NG,9
9,9,Hushpuppi,2020,NG,10
0,0,Tarzan,2008,NL,1
1,1,Dirty Dancing,2008,NL,2
2,2,Marco Borsato,2008,NL,3
3,3,Efteling,2008,NL,4
4,4,Lowlands,2008,NL,5
5,5,Ajax,2008,NL,6
6,6,Guus Meeuwis,2008,NL,7
7,7,Pinkpop,2008,NL,8
8,8,Mysteryland,2008,NL,9
9,9,Najib Amhali,2008,NL,10
0,0,Koopsompolis,2009,NL,1
1,1,Schenkingen,2009,NL,2
2,2,DFT Koersen,2009,NL,3
3,3,Erfrecht Kindsdeel,2009,NL,4
4,4,Toeslagen Rekenhulp,2009,NL,5
5,5,Successierecht,2009,NL,6
6,6,Obin Bewindvoering,2009,NL,7
7,7,Euribor Rentetarieven,2009,NL,8
8,8,Koersconverter GWK,2009,NL,9
9,9,WSNP Register,2009,NL,10
0,0,Sponet,2011,NL,1
1,1,Secret Story,2011,NL,2
2,2,iPhone 5,2011,NL,3
3,3,iPad 2,2011,NL,4
4,4,Britt Dekker,2011,NL,5
5,5,Oh Oh Tirol,2011,NL,6
6,6,Samsung Galaxy S2,2011,NL,7
7,7,Herfstvakantie 2011,2011,NL,8
8,8,Ryan Dunn,2011,NL,9
9,9,Wordfeud,2011,NL,10
0,0,Restschuld,2012,NL,1
1,1,Open huizen dag,2012,NL,2
2,2,Scheefwonen,2012,NL,3
3,3,Funda,2012,NL,4
4,4,Prijsdaling,2012,NL,5
5,5,Spaarhypotheek,2012,NL,6
6,6,Huis verhuren,2012,NL,7
7,7,Huis huren,2012,NL,8
8,8,Huis verbouwen,2012,NL,9
9,9,Huis verkopen,2012,NL,10
0,0,Zwarte Piet,2013,NL,1
1,1,Willem Alexander,2013,NL,2
2,2,Valentijnsdag,2013,NL,3
3,3,2013,2013,NL,4
4,4,Gefeliciteerd,2013,NL,5
5,5,Bbq,2013,NL,6
6,6,Vraagteken,2013,NL,7
7,7,Dikke Kus,2013,NL,8
8,8,Roos,2013,NL,9
9,9,Teek,2013,NL,10
0,0,WK 2014,2014,NL,1
1,1,Utopia,2014,NL,2
2,2,iPhone 6,2014,NL,3
3,3,Olympische Spelen,2014,NL,4
4,4,Netflix,2014,NL,5
5,5,Robin Williams,2014,NL,6
6,6,Koningsdag 2014,2014,NL,7
7,7,Medaillespiegel,2014,NL,8
8,8,Flappy Bird,2014,NL,9
9,9,Conchita Wurst,2014,NL,10
0,0,Koningsdag,2015,NL,1
1,1,Sail Amsterdam,2015,NL,2
2,2,Carnaval,2015,NL,3
3,3,Pinkpop,2015,NL,4
4,4,Toppers,2015,NL,5
5,5,Gay Pride,2015,NL,6
6,6,Zwarte Cross,2015,NL,7
7,7,A.D.E.,2015,NL,8
8,8,Tomorrowland,2015,NL,9
9,9,Lowlands,2015,NL,10
0,0,EK 2016,2016,NL,1
1,1,Pokemon Go,2016,NL,2
2,2,iPhone 7,2016,NL,3
3,3,Max Verstappen,2016,NL,4
4,4,David Bowie,2016,NL,5
5,5,Douwe Bob,2016,NL,6
6,6,Prince,2016,NL,7
7,7,Rio 2016,2016,NL,8
8,8,Tour de France 2016,2016,NL,9
9,9,Trump,2016,NL,10
0,0,Anne Faber,2017,NL,1
1,1,Stemwijzer,2017,NL,2
2,2,Patricia Paay,2017,NL,3
3,3,Abdelhak Nouri,2017,NL,4
4,4,Staatsloterij Oudejaarstrekking,2017,NL,5
5,5,iPhone 8,2017,NL,6
6,6,Tour de France,2017,NL,7
7,7,Fidget Spinner,2017,NL,8
8,8,Songfestival,2017,NL,9
9,9,Ajax Manchester United,2017,NL,10
0,0,Avicii,2018,NL,1
1,1,Glennis Grace,2018,NL,2
2,2,Barbie,2018,NL,3
3,3,Litebit,2018,NL,4
4,4,Jos B.,2018,NL,5
5,5,Meghan Markle,2018,NL,6
6,6,Maarten van der Weijden,2018,NL,7
7,7,Fortnite,2018,NL,8
8,8,Mac Miller,2018,NL,9
9,9,Boer zoekt Vrouw,2018,NL,10
0,0,Ajax,2019,NL,1
1,1,WK Voetbal Vrouwen,2019,NL,2
2,2,Notre Dame,2019,NL,3
3,3,Julen,2019,NL,4
4,4,Duncan Laurence,2019,NL,5
5,5,Bridget Maasland,2019,NL,6
6,6,Iris Hond,2019,NL,7
7,7,Utrecht,2019,NL,8
8,8,Europese Verkiezingen,2019,NL,9
9,9,Val van de Berlijnse muur,2019,NL,10
0,0,Coronavirus,2020,NL,1
1,1,RIVM,2020,NL,2
2,2,Verkiezingen Amerika,2020,NL,3
3,3,Coronavirus Nederland,2020,NL,4
4,4,Snappet,2020,NL,5
5,5,Kobe Bryant,2020,NL,6
6,6,Fred van Leer,2020,NL,7
7,7,iPhone 12,2020,NL,8
8,8,Corona Dashboard,2020,NL,9
9,9,Joe Biden,2020,NL,10
0,0,iPhone 5,2011,NO,1
1,1,Anders Behring Breivik,2011,NO,2
2,2,Utøya,2011,NO,3
3,3,Google+,2011,NO,4
4,4,Rebecca Black,2011,NO,5
5,5,Chris Medina,2011,NO,6
6,6,Planking,2011,NO,7
7,7,Valgomat,2011,NO,8
8,8,Selvangivelse 2011,2011,NO,9
9,9,Artige.No,2011,NO,10
0,0,Hvordan Spille Wordfeud,2012,NO,1
1,1,Hvordan Slette Facebook,2012,NO,2
2,2,Hvordan Lage Smør,2012,NO,3
3,3,Hvordan Strikke Vrang,2012,NO,4
4,4,Hvordan Virker Kredittkort,2012,NO,5
5,5,Hvordan Oppdatere Java,2012,NO,6
6,6,Hvordan Bli Flygeleder,2012,NO,7
7,7,Hvordan Oppdatere iPhone,2012,NO,8
8,8,Hvordan Felle Masker,2012,NO,9
9,9,Hvordan Sjekke Skattelistene,2012,NO,10
0,0,Hva sier reven,2013,NO,1
1,1,Hva koster tannlegen,2013,NO,2
2,2,Hva er sperregrensen,2013,NO,3
3,3,Hva er handlingsregelen,2013,NO,4
4,4,Hva mener partiene,2013,NO,5
5,5,Hva er Yolo,2013,NO,6
6,6,Hva er tundra,2013,NO,7
7,7,Hva er Instagram,2013,NO,8
8,8,Hva er Snapchat,2013,NO,9
9,9,Hva er kontantstøtte,2013,NO,10
0,0,VM 2014,2014,NO,1
1,1,Iphone 6,2014,NO,2
2,2,Kalender 2014,2014,NO,3
3,3,Ebola,2014,NO,4
4,4,Finn torget,2014,NO,5
5,5,Robin Williams,2014,NO,6
6,6,Petter Northug,2014,NO,7
7,7,OL 2014,2014,NO,8
8,8,Flappy Bird,2014,NO,9
9,9,Jenter,2014,NO,10
0,0,Popcorn time,2015,NO,1
1,1,Solformørkelse,2015,NO,2
2,2,Agario,2015,NO,3
3,3,Fifty Shades of Grey,2015,NO,4
4,4,Skam,2015,NO,5
5,5,iPhone 6s,2015,NO,6
6,6,Caroline Berg Eriksen,2015,NO,7
7,7,Charlie Hebdo,2015,NO,8
8,8,Pablo Escobar,2015,NO,9
9,9,Martin Ødegaard,2015,NO,10
0,0,Ed Sheeran,2017,NO,1
1,1,Adam Douglas,2017,NO,2
2,2,Chris Cornell,2017,NO,3
3,3,Morten Harket,2017,NO,4
4,4,Patti Smith,2017,NO,5
5,5,Travis Scott,2017,NO,6
6,6,Chester Bennington,2017,NO,7
7,7,Tom Petty,2017,NO,8
8,8,Lene Marlin,2017,NO,9
9,9,Cezinando,2017,NO,10
0,0,VM,2018,NO,1
1,1,Aviici,2018,NO,2
2,2,Medaljeoversikt OL,2018,NO,3
3,3,Ex on the beach Norge,2018,NO,4
4,4,Eurosport Player,2018,NO,5
5,5,Momo,2018,NO,6
6,6,VM kamper,2018,NO,7
7,7,OL program,2018,NO,8
8,8,Vibeke Skofterud,2018,NO,9
9,9,Fortnite,2018,NO,10
0,0,Notre Dame,2019,NO,1
1,1,Philip Manshaus,2019,NO,2
2,2,Valgomat,2019,NO,3
3,3,Madonna,2019,NO,4
4,4,Vy,2019,NO,5
5,5,Chernobyl,2019,NO,6
6,6,Ted Bundy,2019,NO,7
7,7,Greta Thunberg,2019,NO,8
8,8,Laila Anita Bertheussen,2019,NO,9
9,9,Viking Sky,2019,NO,10
0,0,Koronavirus,2020,NO,1
1,1,USA-valget,2020,NO,2
2,2,Joe Biden,2020,NO,3
3,3,FHI,2020,NO,4
4,4,Corona symptomer,2020,NO,5
5,5,Munnbind,2020,NO,6
6,6,Førstegangstjenesten,2020,NO,7
7,7,Kobe Bryant,2020,NO,8
8,8,iPhone 12,2020,NO,9
9,9,Coronavirus Norge,2020,NO,10
0,0,Games,2008,NZ,1
1,1,Bebo,2008,NZ,2
2,2,YouTube,2008,NZ,3
3,3,TradeMe,2008,NZ,4
4,4,Lyrics,2008,NZ,5
5,5,Google,2008,NZ,6
6,6,Christchurch,2008,NZ,7
7,7,Hotmail,2008,NZ,8
8,8,TV,2008,NZ,9
9,9,Auckland,2008,NZ,10
0,0,Toll Road,2009,NZ,1
1,1,Melbourne Cup 2009,2009,NZ,2
2,2,Bnz.co.nz Login,2009,NZ,3
3,3,Jetstar NZ,2009,NZ,4
4,4,Twitter,2009,NZ,5
5,5,New Moon,2009,NZ,6
6,6,Sonny Fai,2009,NZ,7
7,7,Bruno,2009,NZ,8
8,8,Tv3 on Demand,2009,NZ,9
9,9,Sella.co.nz,2009,NZ,10
0,0,Rugby World Cup,2011,NZ,1
1,1,Japan Earthquake,2011,NZ,2
2,2,iPhone 5,2011,NZ,3
3,3,Pippa Middleton,2011,NZ,4
4,4,Adele,2011,NZ,5
5,5,Nek Minute,2011,NZ,6
6,6,Google Plus,2011,NZ,7
7,7,Amy Winehouse,2011,NZ,8
8,8,Steven Tyler,2011,NZ,9
9,9,Ken Ring,2011,NZ,10
0,0,How to screenshot,2012,NZ,1
1,1,How to love,2012,NZ,2
2,2,How to study,2012,NZ,3
3,3,How to geocache,2012,NZ,4
4,4,How to shuffle,2012,NZ,5
5,5,How to download,2012,NZ,6
6,6,How to plait,2012,NZ,7
7,7,How to poke,2012,NZ,8
8,8,How to wallpaper,2012,NZ,9
9,9,How to blog,2012,NZ,10
0,0,Bitstrips,2013,NZ,1
1,1,Snapchat,2013,NZ,2
2,2,Giraffe,2013,NZ,3
3,3,Vine,2013,NZ,4
4,4,Doge,2013,NZ,5
5,5,Bitcoin,2013,NZ,6
6,6,Grumpy Cat,2013,NZ,7
7,7,Keek,2013,NZ,8
8,8,Catbug,2013,NZ,9
9,9,Minecrastinate,2013,NZ,10
0,0,FIFA World Cup,2014,NZ,1
1,1,Robin Williams,2014,NZ,2
2,2,Commonwealth Games,2014,NZ,3
3,3,Malaysia Airlines,2014,NZ,4
4,4,iPhone 6,2014,NZ,5
5,5,Jennifer Lawrence,2014,NZ,6
6,6,Charlotte Dawson,2014,NZ,7
7,7,Flappy Bird,2014,NZ,8
8,8,Spark,2014,NZ,9
9,9,Ebola,2014,NZ,10
0,0,Agario,2015,NZ,1
1,1,Cricket World Cup,2015,NZ,2
2,2,Cyclone Pam,2015,NZ,3
3,3,Natalia Kills,2015,NZ,4
4,4,Jonah Lomu,2015,NZ,5
5,5,Google Classroom,2015,NZ,6
6,6,Lamar Odom,2015,NZ,7
7,7,Rugby World Cup,2015,NZ,8
8,8,Jerry Collins,2015,NZ,9
9,9,Caitlyn Jenner,2015,NZ,10
0,0,Geonet,2016,NZ,1
1,1,Olympics,2016,NZ,2
2,2,US election,2016,NZ,3
3,3,Euro 2016,2016,NZ,4
4,4,Earthquake NZ,2016,NZ,5
5,5,Pokemon Go,2016,NZ,6
6,6,Slitherio,2016,NZ,7
7,7,Donald Trump,2016,NZ,8
8,8,David Bowie,2016,NZ,9
9,9,Royal Road,2016,NZ,10
0,0,Lotto result NZ,2017,NZ,1
1,1,America's Cup 2017,2017,NZ,2
2,2,Fidget spinner,2017,NZ,3
3,3,Election NZ 2017,2017,NZ,4
4,4,NZTA road closures,2017,NZ,5
5,5,Cyclone Cook,2017,NZ,6
6,6,All Blacks vs Lions,2017,NZ,7
7,7,Melbourne Cup 2017,2017,NZ,8
8,8,North Korea,2017,NZ,9
9,9,Daylight savings 2017,2017,NZ,10
0,0,World Cup,2018,NZ,1
1,1,Stuff news NZ,2018,NZ,2
2,2,Commonwealth Games,2018,NZ,3
3,3,Census NZ,2018,NZ,4
4,4,Cyclone Gita,2018,NZ,5
5,5,Fortnite,2018,NZ,6
6,6,Johnny Danger,2018,NZ,7
7,7,Mac Miller,2018,NZ,8
8,8,Lotto result NZ,2018,NZ,9
9,9,All Blacks vs France,2018,NZ,10
0,0,Rugby World Cup,2019,NZ,1
1,1,New Zealand vs England,2019,NZ,2
2,2,Cricket World Cup,2019,NZ,3
3,3,Christchurch Shooting,2019,NZ,4
4,4,Stuff News NZ,2019,NZ,5
5,5,Spark Sport,2019,NZ,6
6,6,Australia vs Pakistan,2019,NZ,7
7,7,Australia Open 2019,2019,NZ,8
8,8,Disney Plus,2019,NZ,9
9,9,Grace Millane,2019,NZ,10
0,0,Coronavirus,2020,NZ,1
1,1,US Election Results,2020,NZ,2
2,2,Zoom,2020,NZ,3
3,3,Seesaw,2020,NZ,4
4,4,Kobe Bryant,2020,NZ,5
5,5,Ministry of Health,2020,NZ,6
6,6,Education Perfect,2020,NZ,7
7,7,Work and Income,2020,NZ,8
8,8,Naya Rivera,2020,NZ,9
9,9,Sharesies,2020,NZ,10
0,0,Traductor Google,2009,PA,1
1,1,Taringa,2009,PA,2
2,2,Facebook,2009,PA,3
3,3,TVN 2.com,2009,PA,4
4,4,Youtube,2009,PA,5
5,5,Blackberry,2009,PA,6
6,6,Hotmail,2009,PA,7
7,7,Messenger 2009,2009,PA,8
8,8,Copa de oro,2009,PA,9
9,9,New moon,2009,PA,10
0,0,Lea Michele,2013,PA,1
1,1,Gloria Gaynor,2013,PA,2
2,2,Justin Bieber,2013,PA,3
3,3,Daft Punk,2013,PA,4
4,4,Joe Arroyo,2013,PA,5
5,5,Rihanna,2013,PA,6
6,6,Macklemore,2013,PA,7
7,7,Miley Cyrus,2013,PA,8
8,8,Wisin y Yandel,2013,PA,9
9,9,Swedish House Mafia,2013,PA,10
0,0,Tribunal Electoral,2014,PA,1
1,1,Mundial 2014,2014,PA,2
2,2,WhatsApp PLUS,2014,PA,3
3,3,Robin Williams,2014,PA,4
4,4,Ébola,2014,PA,5
5,5,Mónica Spear,2014,PA,6
6,6,iPhone 6,2014,PA,7
7,7,James Rodríguez,2014,PA,8
8,8,Joan Rivers,2014,PA,9
9,9,Jennifer Lawrence,2014,PA,10
0,0,Tiempo,2016,PA,1
1,1,Pokémon Go,2016,PA,2
2,2,Juegos Olímpicos de Río 2016,2016,PA,3
3,3,Elecciones USA,2016,PA,4
4,4,Eurocopa,2016,PA,5
5,5,Copa América Centenario,2016,PA,6
6,6,Juan Gabriel,2016,PA,7
7,7,Donald Trump,2016,PA,8
8,8,Big Brother Panamá,2016,PA,9
9,9,Panama Papers,2016,PA,10
0,0,Huracán Irma,2017,PA,1
1,1,Copa Oro,2017,PA,2
2,2,Ozuna,2017,PA,3
3,3,Huracán María,2017,PA,4
4,4,Román Torres,2017,PA,5
5,5,Copa Confederaciones,2017,PA,6
6,6,Terremoto en México,2017,PA,7
7,7,It,2017,PA,8
8,8,13 Reasons Why,2017,PA,9
9,9,Ricardo Martinelli,2017,PA,10
0,0,Mundial 2018,2018,PA,1
1,1,Cepadem,2018,PA,2
2,2,Stan Lee,2018,PA,3
3,3,Avicii,2018,PA,4
4,4,Béisbol Juvenil Panamá,2018,PA,5
5,5,Meghan Markle,2018,PA,6
6,6,Stephen Hawking,2018,PA,7
7,7,Ifarhu Concurso de Becas,2018,PA,8
8,8,Viña del Mar,2018,PA,9
9,9,Fortnite,2018,PA,10
0,0,Tribunal Electoral de Panamá,2019,PA,1
1,1,Copa América,2019,PA,2
2,2,Copa Oro,2019,PA,3
3,3,Claudio Bravo Camus,2019,PA,4
4,4,Independiencia de Panamá,2019,PA,5
5,5,30 aniversario de la caída del Muro de Berlín,2019,PA,6
6,6,Varelaleaks,2019,PA,7
7,7,Thanos,2019,PA,8
8,8,Cameron Boyce,2019,PA,9
9,9,Walter Mercado,2019,PA,10
0,0,Coronavirus,2020,PA,1
1,1,Elecciones en Estados Unidos,2020,PA,2
2,2,Panamá Solidario,2020,PA,3
3,3,Zoom,2020,PA,4
4,4,Google Classroom,2020,PA,5
5,5,NBA,2020,PA,6
6,6,Kobe Bryant,2020,PA,7
7,7,Síntomas del coronavirus,2020,PA,8
8,8,Microsoft Teams,2020,PA,9
9,9,La Liga,2020,PA,10
0,0,Facebook,2009,PE,1
1,1,Taringa,2009,PE,2
2,2,Aventura,2009,PE,3
3,3,Ben 10,2009,PE,4
4,4,Youtube.com,2009,PE,5
5,5,Mario Bros,2009,PE,6
6,6,Juegos de Mario,2009,PE,7
7,7,Claro,2009,PE,8
8,8,You,2009,PE,9
9,9,Videos,2009,PE,10
0,0,Facebook,2011,PE,1
1,1,Copa America,2011,PE,2
2,2,Es Un Secreto,2011,PE,3
3,3,Yo Te Esperare,2011,PE,4
4,4,Friv,2011,PE,5
5,5,Terremoto en Japon,2011,PE,6
6,6,Hotmail.com.pe,2011,PE,7
7,7,Pizap,2011,PE,8
8,8,Regalame una Noche,2011,PE,9
9,9,Machu Picchu,2011,PE,10
0,0,Michael Clarke Duncan,2012,PE,1
1,1,Kate del Castillo,2012,PE,2
2,2,Korina Rivadeneira,2012,PE,3
3,3,Macaulay Culkin,2012,PE,4
4,4,Roberto Gomez Bolaños,2012,PE,5
5,5,Lucia Oxenford,2012,PE,6
6,6,Jonah Falcon,2012,PE,7
7,7,Jason Day,2012,PE,8
8,8,Heather Morris,2012,PE,9
9,9,Julio Aleman,2012,PE,10
0,0,Cómo hacer cupcakes,2013,PE,1
1,1,Cómo hacer empanadas,2013,PE,2
2,2,Cómo hacer fondant,2013,PE,3
3,3,Cómo hacer emoticones,2013,PE,4
4,4,Cómo hacer muffins,2013,PE,5
5,5,Cómo hacer mayonesa,2013,PE,6
6,6,Cómo hacer gelatinas,2013,PE,7
7,7,Cómo hacer carátulas,2013,PE,8
8,8,Cómo hacer Twitcam,2013,PE,9
9,9,Cómo hacer lazos,2013,PE,10
0,0,Mundial Brasil 2014,2014,PE,1
1,1,Terremoto en Chile,2014,PE,2
2,2,Día del campesino,2014,PE,3
3,3,Aan Valentín,2014,PE,4
4,4,Día del niño,2014,PE,5
5,5,La Haya,2014,PE,6
6,6,Eclipse lunar,2014,PE,7
7,7,Día del padre,2014,PE,8
8,8,Feliz día mamá,2014,PE,9
9,9,Dakar,2014,PE,10
0,0,Copa América 2015,2015,PE,1
1,1,El Taxi,2015,PE,2
2,2,Fonavi,2015,PE,3
3,3,Mueve el Totó,2015,PE,4
4,4,Rápidos y Furiosos 7,2015,PE,5
5,5,El Perdón,2015,PE,6
6,6,Fatmagul,2015,PE,7
7,7,Las Mil y una Noches,2015,PE,8
8,8,Asu Mare 2,2015,PE,9
9,9,50 Sombras de Grey,2015,PE,10
0,0,Copa América Centenario,2016,PE,1
1,1,Juegos Olímpicos de Río 2016,2016,PE,2
2,2,Juan Gabriel,2016,PE,3
3,3,Ozuna,2016,PE,4
4,4,APEC,2016,PE,5
5,5,Dónde votar,2016,PE,6
6,6,Julio Guzmán,2016,PE,7
7,7,Elecciones USA,2016,PE,8
8,8,Eurocopa,2016,PE,9
9,9,Donald Trump,2016,PE,10
0,0,Paolo Guerrero,2017,PE,1
1,1,Clima,2017,PE,2
2,2,Tabla de posiciones Rusia,2017,PE,3
3,3,Perú vs Nueva Zelanda,2017,PE,4
4,4,Despacito,2017,PE,5
5,5,Repechaje teleticket com pe,2017,PE,6
6,6,Nueva Zelanda,2017,PE,7
7,7,Censo,2017,PE,8
8,8,Terremoto en México,2017,PE,9
9,9,Huracán Irma,2017,PE,10
0,0,Elecciones 2018,2018,PE,1
1,1,Paolo Guerrero,2018,PE,2
2,2,Mundial Rusia 2018,2018,PE,3
3,3,Daniel Peredo,2018,PE,4
4,4,Momo,2018,PE,5
5,5,Te boté,2018,PE,6
6,6,Alianza vs Universitario,2018,PE,7
7,7,Keiko Fujimori,2018,PE,8
8,8,Taki taki,2018,PE,9
9,9,Amorfoda,2018,PE,10
0,0,Copa América 2019,2019,PE,1
1,1,Alan García,2019,PE,2
2,2,Claudio Bravo Camus,2019,PE,3
3,3,Caída del muro de Berlín,2019,PE,4
4,4,Liga 1,2019,PE,5
5,5,Sudamericano Sub 17,2019,PE,6
6,6,Cameron Boyce,2019,PE,7
7,7,Joseph Antoine Ferdinand Plateau,2019,PE,8
8,8,Thanos,2019,PE,9
9,9,Sudamericano Sub 20,2019,PE,10
0,0,Coronavirus,2020,PE,1
1,1,Bono Universal,2020,PE,2
2,2,Aprendo en Casa,2020,PE,3
3,3,Pase Laboral,2020,PE,4
4,4,Zoom,2020,PE,5
5,5,Onpe,2020,PE,6
6,6,AFP,2020,PE,7
7,7,Google Classroom,2020,PE,8
8,8,Elecciones Estados Unidos,2020,PE,9
9,9,Eliminatorias Qatar 2022,2020,PE,10
0,0,Charice Pempengco,2008,PH,1
1,1,Arnel Pineda,2008,PH,2
2,2,DJ Montano,2008,PH,3
3,3,Wu Chun,2008,PH,4
4,4,Jonas Brothers,2008,PH,5
5,5,Heath Ledger,2008,PH,6
6,6,Miley Cyrus,2008,PH,7
7,7,Chris Brown,2008,PH,8
8,8,Mike He,2008,PH,9
9,9,Marian Rivera,2008,PH,10
0,0,Facebook,2009,PH,1
1,1,Maricar Reyes,2009,PH,2
2,2,Kim Bum,2009,PH,3
3,3,Zest Air,2009,PH,4
4,4,Love Story Lyrics,2009,PH,5
5,5,Lady Gaga,2009,PH,6
6,6,Hayden Kho,2009,PH,7
7,7,Twitter,2009,PH,8
8,8,Michael Jackson,2009,PH,9
9,9,Pacquiao vs Hatton,2009,PH,10
0,0,Jejemon,2010,PH,1
1,1,IPad,2010,PH,2
2,2,Pyramid Lyrics,2010,PH,3
3,3,Facebook Emoticons,2010,PH,4
4,4,Justin Bieber,2010,PH,5
5,5,Plants vs Zombies,2010,PH,6
6,6,Glee,2010,PH,7
7,7,Tumblr,2010,PH,8
8,8,Crossfire,2010,PH,9
9,9,Google Chrome download,2010,PH,10
0,0,Angry Birds,2011,PH,1
1,1,Facebook,2011,PH,2
2,2,Price Tag Lyrics,2011,PH,3
3,3,Friv,2011,PH,4
4,4,Movies 2011,2011,PH,5
5,5,Youtube,2011,PH,6
